61217.781366	 401199895.890	   1.000	7158
61217.781368	 401199886.951	   1.000	7158
61217.781370	 401199878.684	   1.000	7158
61217.781371	 401199871.073	   1.000	7158
61217.781373	 401199864.101	   1.000	7158
61217.781375	 401199857.752	   1.000	7158
61217.781377	 401199852.011	   1.000	7158
61217.781379	 401199846.861	   1.000	7158
61217.781381	 401199842.287	   1.000	7158
61217.781383	 401199838.272	   1.000	7158
61217.781385	 401199834.800	   1.000	7158
61217.781387	 401199831.855	   1.000	7158
61217.781389	 401199829.421	   1.000	7158
61217.781391	 401199827.483	   1.000	7158
61217.781392	 401199826.023	   1.000	7158
61217.781394	 401199825.026	   1.000	7158
61217.781396	 401199824.477	   1.000	7158
61217.781398	 401199824.358	   1.000	7158
61217.781400	 401199824.654	   1.000	7158
61217.781402	 401199825.348	   1.000	7158
61217.781404	 401199826.426	   1.000	7158
61217.781406	 401199827.870	   1.000	7158
61217.781408	 401199829.665	   1.000	7158
61217.781410	 401199831.794	   1.000	7158
61217.781412	 401199834.241	   1.000	7158
61217.781413	 401199836.992	   1.000	7158
61217.781415	 401199842.976	   1.000	7158
61217.781417	 401199850.173	   1.000	7158
61217.781419	 401199853.899	   1.000	7158
61217.781421	 401199859.540	   1.000	7158
61217.781423	 401199857.613	   1.000	7158
61217.781425	 401199856.008	   1.000	7158
61217.781427	 401199859.869	   1.000	7158
61217.781429	 401199861.453	   1.000	7158
61217.781431	 401199870.542	   1.000	7158
61217.781433	 401199876.517	   1.000	7158
61217.781435	 401199884.059	   1.000	7158
61217.781436	 401199891.276	   1.000	7158
61217.781438	 401199899.485	   1.000	7158
61217.781440	 401199903.768	   1.000	7158
61217.781442	 401199905.370	   1.000	7158
61217.781444	 401199906.853	   1.000	7158
61217.781446	 401199910.778	   1.000	7158
61217.781448	 401199916.067	   1.000	7158
61217.781450	 401199923.529	   1.000	7158
61217.781452	 401199928.451	   1.000	7158
61217.781454	 401199923.958	   1.000	7158
61217.781456	 401199919.925	   1.000	7158
61217.781457	 401199915.384	   1.000	7158
61217.781459	 401199919.491	   1.000	7158
61217.781461	 401199921.246	   1.000	7158
61217.781463	 401199925.088	   1.000	7158
61217.781465	 401199927.105	   1.000	7158
61217.781467	 401199930.927	   1.000	7158
61217.781469	 401199932.258	   1.000	7158
61217.781471	 401199934.245	   1.000	7158
61217.781473	 401199940.309	   1.000	7158
61217.781475	 401199944.891	   1.000	7158
61217.781477	 401199947.976	   1.000	7158
61217.781478	 401199951.444	   1.000	7158
61217.781480	 401199957.701	   1.000	7158
61217.781482	 401199959.353	   1.000	7158
61217.781484	 401199963.420	   1.000	7158
61217.781486	 401199967.750	   1.000	7158
61217.781488	 401199971.607	   1.000	7158
61217.781490	 401199966.844	   1.000	7158
61217.781492	 401199962.292	   1.000	7158
61217.781494	 401199956.032	   1.000	7158
61217.781496	 401199953.473	   1.000	7158
61217.781498	 401199955.046	   1.000	7158
61217.781499	 401199953.271	   1.000	7158
61217.781501	 401199948.745	   1.000	7158
61217.781503	 401199950.664	   1.000	7158
61217.781505	 401199952.174	   1.000	7158
61217.781507	 401199948.026	   1.000	7158
61217.781509	 401199947.647	   1.000	7158
61217.781511	 401199951.242	   1.000	7158
61217.781513	 401199952.108	   1.000	7158
